tweet,label,clean_text,label_text,text_length,word_count
hhhhhhhhhhh rah men dak nhar sift liya chi 3 marrat kaysawal 3la site hhhhhhhhhh,1,hhhhhhhhhhh rah men dak nhar sift liya chi marrat kaysawal la site hhhhhhhhhh,neutral,77,13
"الحكومة: دعم القمح اللين كلفنا 3 مليار درهم ف 3 أشهر.. وغانزيدو ندعمو العربات,",1,"الحكومة: دعم القمح اللين كلفنا مليار درهم ف أشهر.. وغانزيدو ندعمو العربات,",neutral,74,12
شوفو الفقر ليكاين في المغرب',2,شوفو الفقر ليكاين في المغرب',negative,28,5
"عيسام الشاوالي المستهكف بعدم مشاركة المغربية أشرف حكيم كأول لاعب عربي في كلاسيو الأرض """,2,"عيسام الشاوالي المستهكف بعدم مشاركة المغربية أشرف حكيم كأول لاعب عربي في كلاسيو الأرض """,negative,87,15
راك ديما طوب خويا سعد كتحكق مشأالله الله احفطك من العين',0,راك ديما طوب خويا سعد كتحكق مشأالله الله احفطك من العين',positive,56,11
dima ghyran mno odakchi 3lach dima las9 fih f eval bach maykhlihch yfaker bo7dokaybghi ykon 3la 3ilm b ay haja f ras ihab,1,dima ghyran mno odakchi lach dima las fih f eval bach maykhlihch yfaker bodokaybghi ykon la ilm b ay haja f ras ihab,neutral,116,23
منورة كيف العادة',0,منورة كيف العادة',positive,17,3
kiban liya stormy kid7ak mn hna ana,1,kiban liya stormy kidak mn hna ana,neutral,34,7
"وفد برازيلي كيقودو ولد رئيس جمهورية البرازيل وصل للداخلة وها شنو غادي يدشن,",1,"وفد برازيلي كيقودو ولد رئيس جمهورية البرازيل وصل للداخلة وها شنو غادي يدشن,",neutral,75,13
ضاعو دوك 41 مساكن😂😂,1,ضاعو دوك مساكن😂😂,neutral,16,3
3andha 1h ghadi tghani fiha 5aghani 7adro liha nas ftadarib,1,andha h ghadi tghani fiha aghani adro liha nas ftadarib,neutral,55,10
علينا وعليك بالصحة والعافية والتألق والمزيد من النجاح للوصول الى العالمية ولو انك قد وصلتها اتمنى لك المزيد',0,علينا وعليك بالصحة والعافية والتألق والمزيد من النجاح للوصول الى العالمية ولو انك قد وصلتها اتمنى لك المزيد',positive,108,18
حليل جميل و رفيع في قمة الجمال',0,حليل جميل و رفيع في قمة الجمال',positive,31,7
لاعب استعراضي لا اقل ولا اكثر',2,لاعب استعراضي لا اقل ولا اكثر',negative,30,6
ASI Benkirane [[Photo]],0,ASI Benkirane [[Photo]],positive,23,3
الف مبروك 🌺',0,الف مبروك 🌺',positive,12,3
ة فصاحتك في اللغة',0,ة فصاحتك في اللغة',positive,18,4
ana kal3ab pubg mara mara o ntoma,1,ana kalab pubg mara mara o ntoma,neutral,32,7
هل يعقل دولة مسلمة تحتفل مع النصرى',2,هل يعقل دولة مسلمة تحتفل مع النصرى',negative,35,7
tstahl ktr mn had chi a saad nta chrfti loghnya lmghribya,0,tstahl ktr mn had chi a saad nta chrfti loghnya lmghribya,positive,57,11
finek al2i3lam lmaghribi 3ib lfenanin dyawelena yl9aw da3em fkharij o febladena nn,1,finek alilam lmaghribi ib lfenanin dyawelena ylaw daem fkharij o febladena nn,neutral,77,12
هههه بنكيران قتل الشعب غير بالزيادة والكدوب 😕,2,هههه بنكيران قتل الشعب غير بالزيادة والكدوب 😕,negative,45,8
جمعة مباركه علينا وعليك وعلى جميع الامة الاسلاميه',0,جمعة مباركه علينا وعليك وعلى جميع الامة الاسلاميه',positive,50,8
daba each cest sa cousine ou tante ou ma3reft,1,daba each cest sa cousine ou tante ou mareft,neutral,44,9
hbiba achno kalimat oghniya bghit nssma3 lihaa,1,hbiba achno kalimat oghniya bghit nssma lihaa,neutral,45,7
أوقفوها واريحونا من برامجها والضرائب التي ندفعها لها ظلما وعدونا رغما عنا ',2,أوقفوها واريحونا من برامجها والضرائب التي ندفعها لها ظلما وعدونا رغما عنا ',negative,75,13
الف مبروك و ربنا يوفقك',0,الف مبروك و ربنا يوفقك',positive,23,5
حسبنا الله زنعم الوكيل. اللهم ولي أمورنا خيارنا. أمين',2,حسبنا الله زنعم الوكيل. اللهم ولي أمورنا خيارنا. أمين',negative,54,9
الاطار المظلوم من الجامعه والفروق الوطنیه بمساعدت الاعلام الریاضی المغربی الفاشل یزغرتون ویطبلون للاجانب وینسون اهل البیت .',2,الاطار المظلوم من الجامعه والفروق الوطنیه بمساعدت الاعلام الریاضی المغربی الفاشل یزغرتون ویطبلون للاجانب وینسون اهل البیت .',negative,124,18
gha lah y7adr salam w safi khayf mn chi 7awya,2,gha lah yadr salam w safi khayf mn chi awya,negative,43,10
"شغب الكرة ضرب عاوتاني كازا.. اعتداءات وزريكَ الحجر وتدخلات أمنية طيحات 7,",1,"شغب الكرة ضرب عاوتاني كازا.. اعتداءات وزريكَ الحجر وتدخلات أمنية طيحات ,",neutral,72,12
ana tanktab lih ghir hna ftwiter hint ma3andich insta lface dyalo ma3andich chnahowa,1,ana tanktab lih ghir hna ftwiter hint maandich insta lface dyalo maandich chnahowa,neutral,82,13
موفق إن شاء الله سبحانه.',0,موفق إن شاء الله سبحانه.',positive,25,5
hhhhhh ok hbiba wakha mafhamtkch ولكن kolchi ndiroh the ila bghiti hadri maya,0,hhhhhh ok hbiba wakha mafhamtkch ولكن kolchi ndiroh the ila bghiti hadri maya,positive,77,13
"الشامي والحليمي سيناو اتفاقية تعاون فمجالات مختلفة منها تبادل الخبرة فإنجاز البحوث الميدانية واستعمال المعطيات,",1,"الشامي والحليمي سيناو اتفاقية تعاون فمجالات مختلفة منها تبادل الخبرة فإنجاز البحوث الميدانية واستعمال المعطيات,",neutral,111,15
وإذا لم يحبك أحد فاعلم أنني مـت .. ♥',0,وإذا لم يحبك أحد فاعلم أنني مـت .. ♥',positive,37,9
يستحق اعادة النشر عشرات المرات',0,يستحق اعادة النشر عشرات المرات',positive,31,5
Takhalof Ahba Howwa Li Fik Struck Nti Maarfanich Laman Kandwi Omol Faz Kifaz,2,Takhalof Ahba Howwa Li Fik Struck Nti Maarfanich Laman Kandwi Omol Faz Kifaz,negative,76,13
"قبل زيارتو للمغرب. رئيس الحكومة غايتلاقى غدا بزعيم المعارضة اللي نتاقد التغييرات فالسياسة الخارجية لبلادو,",1,"قبل زيارتو للمغرب. رئيس الحكومة غايتلاقى غدا بزعيم المعارضة اللي نتاقد التغييرات فالسياسة الخارجية لبلادو,",neutral,106,15
"عاجل. رفض السراح للبرلماني الفايق وباقي العصابة ديالو اللي مشدودين فحبس “بوركايز”,",1,"عاجل. رفض السراح للبرلماني الفايق وباقي العصابة ديالو اللي مشدودين فحبس “بوركايز”,",neutral,82,12
rachid nta dima coool bravo bonne chones rachid,0,rachid nta dima coool bravo bonne chones rachid,positive,47,8
hhhhhhh oulah ila be9aw 7adin li 7essen menhom,2,hhhhhhh oulah ila beaw adin li essen menhom,negative,43,8
مثل غبي,0,مثل غبي,positive,7,2
soukaina dik nhar drt follow haydato o 9lt f khass anni ghlatt,1,soukaina dik nhar drt follow haydato o lt f khass anni ghlatt,neutral,61,12
la ilaha ila lah ina lilah wa ina ilayhi laraji3on,2,la ilaha ila lah ina lilah wa ina ilayhi larajion,negative,49,10
khalik habob m3a hanon landalnhibak message wsel hedi lahanan oghniyat jamalek jamal,1,khalik habob ma hanon landalnhibak message wsel hedi lahanan oghniyat jamalek jamal,neutral,83,12
إن حلم الفقراء والشعار والطموحات البطيئة هو الإثراء بسرعة وبأي شكل ، لكن مصيره هو أكبر خسارة. ',2,إن حلم الفقراء والشعار والطموحات البطيئة هو الإثراء بسرعة وبأي شكل ، لكن مصيره هو أكبر خسارة. ',negative,95,18
Alah ijib chi wahda matwilch liha lsan,2,Alah ijib chi wahda matwilch liha lsan,negative,38,7
le boutonneux,1,le boutonneux,neutral,13,2
habibtna ya ghadoch wach 3andak chi a3mal o imta gha diri jayartk lil lmagheribb,0,habibtna ya ghadoch wach andak chi amal o imta gha diri jayartk lil lmagheribb,positive,78,14
المغرب،دولة متخلفة بكل،المقاييس.زعما الدولة مسكينة عندها الكريدي،بزاف.ولكن اين هي،الثروة بطبيعة الحال،موجودة في،بنوك سويسرا,2,المغرب،دولة متخلفة بكل،المقاييس.زعما الدولة مسكينة عندها الكريدي،بزاف.ولكن اين هي،الثروة بطبيعة الحال،موجودة في،بنوك سويسرا,negative,123,13
yallah ndiro chi hachtag zwin lhanane nfrho chwiya nsaw lfssa chwiya chkoun mtaf,0,yallah ndiro chi hachtag zwin lhanane nfrho chwiya nsaw lfssa chwiya chkoun mtaf,positive,80,13
نداءات كل مغربية له برحمة,2,نداءات كل مغربية له برحمة,negative,25,5
من حق الباميين ان يحلموا فلا حق لنا ان نمنعهم من احلامهم  وهم يعرفون انعا ليست وردية على احال الا متمنى الحا..........ق اموت كما قال الاولون,2,من حق الباميين ان يحلموا فلا حق لنا ان نمنعهم من احلامهم وهم يعرفون انعا ليست وردية على احال الا متمنى الحا..........ق اموت كما قال الاولون,negative,139,26
يالمذلولا الذل لي راكم عايشين فيه يكفيكم وزيادة اصبحتم أضحوكة العالم',2,يالمذلولا الذل لي راكم عايشين فيه يكفيكم وزيادة اصبحتم أضحوكة العالم',negative,69,11
لك شو إحساس شو صوت شو دفئ شو بدي احكي مابعررررف.... ',0,لك شو إحساس شو صوت شو دفئ شو بدي احكي مابعررررف.... ',positive,53,12
بنكيران لي كاين و ماكاين ما حسن هو ماشي بحالهم هضاضايضاي ♡,0,بنكيران لي كاين و ماكاين ما حسن هو ماشي بحالهم هضاضايضاي ♡,positive,58,12
la ban li chi nas kayhedro 3la chi sa7afi w chi nas 3la saad w chi nas 3la les fans lemgharba mafhemt walou,1,la ban li chi nas kayhedro la chi saafi w chi nas la saad w chi nas la les fans lemgharba mafhemt walou,neutral,103,23
منور ماشاء الله',0,منور ماشاء الله',positive,16,3
أسي بنكيران [[PHOTO]],0,أسي بنكيران [[PHOTO]],positive,21,3
haaaaaania machi mochkil wakha kolna ba9in massdomin najm 9adim w bi9oua,0,haaaaaania machi mochkil wakha kolna bain massdomin najm adim w bioua,positive,69,11
sem7o lya makontch lbare7 but knt vrm 3iyana o rassi 3arini sda3 bzzzzf exo 9 forever,2,semo lya makontch lbare but knt vrm iyana o rassi arini sda bzzzzf exo forever,negative,78,15
تحياتي لك يا دكتور ، باحترام كبير وتقدير. ',0,تحياتي لك يا دكتور ، باحترام كبير وتقدير. ',positive,43,9
"العيد الكبير قرب. وزارة الفلاحة: لمليح موجود وبصحة مزيانة,",1,"العيد الكبير قرب. وزارة الفلاحة: لمليح موجود وبصحة مزيانة,",neutral,58,9
وفقك الله لولاية اخرى حقاش مكينش محسن منك',0,وفقك الله لولاية اخرى حقاش مكينش محسن منك',positive,42,8
سنصوت على السي بنكيران إن شاء الله رجل الثقة بامتياز غير كونوا هانين يستحق ولاية تانية 💡💡 [[PHOTO]],0,سنصوت على السي بنكيران إن شاء الله رجل الثقة بامتياز غير كونوا هانين يستحق ولاية تانية 💡💡 [[PHOTO]],positive,99,18
نعم الشعب اعطى قلبه وثقته للبيجيدي لاكن البيجيدي عطاهم علاش ايقللبوا سرهم,2,نعم الشعب اعطى قلبه وثقته للبيجيدي لاكن البيجيدي عطاهم علاش ايقللبوا سرهم,negative,73,12
