tweet,label,clean_text,label_text,text_length,word_count
@user شوفو مع الناس لراهي تشردت امبعد ساهل حصلوا في الناس وديرولنا افلام ماعندها حتى معنى,2,شوفو مع الناس لراهي تشردت امبعد ساهل حصلوا في الناس وديرولنا افلام ماعندها حتى معنى,negative,83.0,15.0
وسرت حتى أساعد نفسي,1,وسرت حتى أساعد نفسي,neutral,19.0,4.0
وربما؟ ما هي جريمتهم للإبلاغ عنها؟,1,وربما؟ ما هي جريمتهم للإبلاغ عنها؟,neutral,34.0,6.0
تمكنوا من Nadi Allabali 🤣🤣🤣,1,تمكنوا من Nadi Allabali 🤣🤣🤣,neutral,27.0,5.0
😂😂😂😂bre 😂😂😂und دون ميزة من حبيب قلبي 😘😘😘,0,😂😂😂😂bre 😂😂😂und دون ميزة من حبيب قلبي 😘😘😘,positive,40.0,8.0
@user @user مزية عرفتوه حمار,2,مزية عرفتوه حمار,negative,16.0,3.0
@user غاضني لحال منكذبش عليك,2,غاضني لحال منكذبش عليك,negative,22.0,4.0
Tattash ، نحن منفصلين من قبلك,1,Tattash ، نحن منفصلين من قبلك,neutral,29.0,6.0
@user 😂😂😂 السبان معاهم أما وقتاش عرفو يتناقشو,2,😂😂😂 السبان معاهم أما وقتاش عرفو يتناقشو,negative,39.0,7.0
@user وعلاه تعايري ولا طيحي على خاوتك !,2,وعلاه تعايري ولا طيحي على خاوتك !,negative,33.0,7.0
@user هذي ماتكون غير كاش حاجة,1,هذي ماتكون غير كاش حاجة,neutral,23.0,5.0
@user اخطونا ما تخلطوش في النجاسة  فتجبروننا على شم اكره الروائح,2,اخطونا ما تخلطوش في النجاسة فتجبروننا على شم اكره الروائح,negative,57.0,10.0
@user ثمن شراء حبة قدش؟ \nعلابالي يتباعو بالجملة حبيت نعرف بقداش,1,ثمن شراء حبة قدش؟ \nعلابالي يتباعو بالجملة حبيت نعرف بقداش,neutral,58.0,10.0
@user راح طيح weekend باش حتى الغاشي ميكونش بزاف، يكونو alaise.,0,راح طيح weekend باش حتى الغاشي ميكونش بزاف، يكونو alaise.,positive,57.0,10.0
وعندما قالوا ذلك؟,1,وعندما قالوا ذلك؟,neutral,17.0,3.0
هاهاها وقل,1,هاهاها وقل,neutral,10.0,2.0
@user وعلاش ذكري سيئة ؟ وعلاش حظك عطيب؟ وعلاش مخزنينها ذكري أصلا؟,2,وعلاش ذكري سيئة ؟ وعلاش حظك عطيب؟ وعلاش مخزنينها ذكري أصلا؟,negative,59.0,11.0
@user لكن انت علابالك وانا علابالي بأنهم يعلمون ان هذا هو الحل ويعرفون كل الحلول\nلكن اقسم بالله العلي العظيم… @user,0,لكن انت علابالك وانا علابالي بأنهم يعلمون ان هذا هو الحل ويعرفون كل الحلول\nلكن اقسم بالله العلي العظيم…,positive,104.0,18.0
Soleimani في Leicester 😆 Mehrez في Man City \ n Soleimani في Brest 🙂 playli إلى حيث 🌚 \ n baghi ​​يدعي 😆😆😆🇩🇿,1,Soleimani في Leicester 😆 Mehrez في Man City \ n Soleimani في Brest 🙂 playli إلى حيث 🌚 \ n baghi ​​يدعي 😆😆😆🇩🇿,neutral,108.0,23.0
@user صباح الخير جدة\nصدقتي والله ،ساعات نقول وعلاه مانتلاقاوش بالمثاليين هادو فالعالم الواقعي,0,صباح الخير جدة\nصدقتي والله ،ساعات نقول وعلاه مانتلاقاوش بالمثاليين هادو فالعالم الواقعي,positive,88.0,12.0
@user زعما تتعاود اللقطه,1,زعما تتعاود اللقطه,neutral,18.0,3.0
@user 😂 وعلاه وش تبالك ؟ @user,1,😂 وعلاه وش تبالك ؟,neutral,18.0,5.0
قهوي مشتفة من kavi اي قبايلي نتاع الجبل سموا بها عند نزوحهم للعاصمة. لاعلاقة للون البشرة,2,قهوي مشتفة من kavi اي قبايلي نتاع الجبل سموا بها عند نزوحهم للعاصمة. لاعلاقة للون البشرة,negative,88.0,16.0
استمع إلى Cristiano و Casemiro ، لديهم أبطال ...,0,استمع إلى Cristiano و Casemiro ، لديهم أبطال ...,positive,48.0,9.0
في الليل: أنا زي المال على الحاجة إلى تناوله ، سمعت صوت بورت موريا,1,في الليل: أنا زي المال على الحاجة إلى تناوله ، سمعت صوت بورت موريا,neutral,66.0,14.0
- وعلاش راك لابس هذي لبسة ؟-مزال مادرتش التاويل ؟ -واش شريت؟\nربي يهدي ما خلق 🤲\n\nمنقول,2,- وعلاش راك لابس هذي لبسة ؟-مزال مادرتش التاويل ؟ -واش شريت؟\nربي يهدي ما خلق 🤲\n\nمنقول,negative,88.0,16.0
سوف تقدر لها آخر,1,سوف تقدر لها آخر,neutral,16.0,4.0
يتم سكب اليانصيب بشعر جاره 😂 al -busbir ...,1,يتم سكب اليانصيب بشعر جاره 😂 al -busbir ...,neutral,43.0,9.0
بطة ونتائج البكالوريا الخاص بك؟,1,بطة ونتائج البكالوريا الخاص بك؟,neutral,31.0,5.0
Alabali ، وهو مؤلم من الداخل ونحن لا نتحرك المقيم 🤔🤔,1,Alabali ، وهو مؤلم من الداخل ونحن لا نتحرك المقيم 🤔🤔,neutral,52.0,11.0
@user @user يدير مزيه,2,يدير مزيه,negative,9.0,2.0
@user من وقتاش رجعت الجزاير عزيزة هاك,0,من وقتاش رجعت الجزاير عزيزة هاك,positive,31.0,6.0
@user @user @user اه ما كنتش عارف اربع قاعات تكفي ل32منتخب ان شاء الله يخططو باش يقدمو مل… @user,1,اه ما كنتش عارف اربع قاعات تكفي لمنتخب ان شاء الله يخططو باش يقدمو مل…,neutral,70.0,15.0
Aua ، لا ، لا ، McKakic ، Makash ، Ma'alal,1,Aua ، لا ، لا ، McKakic ، Makash ، Ma'alal,neutral,42.0,11.0
لا أنسى نفسي ، من فضلك ، لا سيما ، يمكنك زيادته باستخدام setif,1,لا أنسى نفسي ، من فضلك ، لا سيما ، يمكنك زيادته باستخدام setif,neutral,62.0,14.0
غبني غاضني 💔 @user,2,غبني غاضني 💔,negative,12.0,3.0
@user @user و شكون عرف 😂😂😭😭😭,1,و شكون عرف 😂😂😭😭😭,neutral,16.0,4.0
واقيلا كاين غير انا لي كي واحد يحط story او انا ما نشوفهاش يحكمني الوسواس,2,واقيلا كاين غير انا لي كي واحد يحط story او انا ما نشوفهاش يحكمني الوسواس,negative,73.0,15.0
ههههه زعما كو فيد  صح !🤔 المهم تحيا الجزائر ! @user,2,ههههه زعما كو فيد صح !🤔 المهم تحيا الجزائر !,negative,44.0,10.0
@user سقسي روحك حمارة ومشكلة انا مقلتهاش ليك نتي قلتيها😂😂 @user,2,سقسي روحك حمارة ومشكلة انا مقلتهاش ليك نتي قلتيها😂😂,negative,51.0,9.0
كامل الامراض سبتهم تلفون . وذا مصدقتنيش سقسي يماك,2,كامل الامراض سبتهم تلفون . وذا مصدقتنيش سقسي يماك,negative,49.0,9.0
إنهم معتادون على ذلك ، وهذا ليس على علم بذلك 😂😂😂,0,إنهم معتادون على ذلك ، وهذا ليس على علم بذلك 😂😂😂,positive,48.0,11.0
@user اسمحيلي بصح ماكاش لازم تحليلهم الدصارة تع الفايسبوك . الا سحقو كاش حاجة يقولوهالك فالقسم,2,اسمحيلي بصح ماكاش لازم تحليلهم الدصارة تع الفايسبوك . الا سحقو كاش حاجة يقولوهالك فالقسم,negative,88.0,15.0
@user و هذا وقتاش نطق؟؟؟,2,و هذا وقتاش نطق؟؟؟,negative,18.0,4.0
@user مزال مفهمتش وعلاه تسالني متين الف🤔وقتاش ديتها عليك🙄,2,مزال مفهمتش وعلاه تسالني متين الف🤔وقتاش ديتها عليك🙄,negative,51.0,8.0
ها -ها -ه -ه -ه -ه -ه -ها ها ها ها ها ها ها ها ها ها ها,0,ها -ها -ه -ه -ه -ه -ه -ها ها ها ها ها ها ها ها ها ها ها,positive,55.0,18.0
@user على اريك في مسلسل the walkinge daed  قتله نيغن الحلوف غاضني والله حتى بكيت هههههه,2,على اريك في مسلسل the walkinge daed قتله نيغن الحلوف غاضني والله حتى بكيت هههههه,negative,80.0,15.0
أنت لست شابة ، أريدها أن تعرف أنني أريدها أن تضحك كثيرًا.,0,أنت لست شابة ، أريدها أن تعرف أنني أريدها أن تضحك كثيرًا.,positive,57.0,12.0
المورال تاعك إيذا مطلعتوش بيدك ماكاش لي يطلعهولك,1,المورال تاعك إيذا مطلعتوش بيدك ماكاش لي يطلعهولك,neutral,48.0,8.0
rt في الإسلام ، لا توجد قهوة \ n mcanish بما فيه الكفاية \ n mcunnish jabbouri \ n في الإسلام باعتباره مسلم وغير مخلص \ n kayen saleh و taba \ n kayen taqi naqi و vial fajr \ n a ...,1,rt في الإسلام ، لا توجد قهوة \ n mcanish بما فيه الكفاية \ n mcunnish jabbouri \ n في الإسلام باعتباره مسلم وغير مخلص \ n kayen saleh و taba \ n kayen taqi naqi و vial fajr \ n a ...,neutral,182.0,43.0
@user @user @user ههههههه وش دخل قرايتي في موضوع الأول من التغريدة جبت ليسانس ولا مازوت المهم… @user,2,ههههههه وش دخل قرايتي في موضوع الأول من التغريدة جبت ليسانس ولا مازوت المهم…,negative,76.0,14.0
وعندما لا تظهر حملة لمقاطعة الجزائر,1,وعندما لا تظهر حملة لمقاطعة الجزائر,neutral,35.0,6.0
@user صباح النور والسرور 🌼💓💐\nواقيل راه هكذاك راح نرجع 🤣🤣🤣🤣🤣🤣,0,صباح النور والسرور 🌼💓💐\nواقيل راه هكذاك راح نرجع 🤣🤣🤣🤣🤣🤣,positive,55.0,9.0
@user @user وعلاه اسيدي \nبن سبعيني افضل ظهير ايسر في افريقيا \U0001fae4,0,وعلاه اسيدي \nبن سبعيني افضل ظهير ايسر في افريقيا \Ufae,positive,55.0,10.0
@user @user 😂😂😂😂 \nراهي كتبتها نيشان  met  صاي راهي قابلته  \n meet  معنتها دروك,0,😂😂😂😂 \nراهي كتبتها نيشان met صاي راهي قابلته \n meet معنتها دروك,positive,64.0,12.0
@user @user @user انا الزيارة هذي اصلا مارانيش مرتاحتلها وخايفة من تبهديلة موجدينلها,2,انا الزيارة هذي اصلا مارانيش مرتاحتلها وخايفة من تبهديلة موجدينلها,negative,66.0,10.0
@user @user هههه واش من KO ؟ ينبح أمبعد يبلوكيني ؟ هذي هي الشجاعة يا أبناء الزريبة ؟ واصلوا نباحكم.,2,هههه واش من KO ؟ ينبح أمبعد يبلوكيني ؟ هذي هي الشجاعة يا أبناء الزريبة ؟ واصلوا نباحكم.,negative,87.0,18.0
@user كسكس بالعصبان مع مرق أبيض ولاية جيجل ❤️😘,0,كسكس بالعصبان مع مرق أبيض ولاية جيجل ❤️😘,positive,40.0,8.0
😂😂 Alabali أنت تعرف,0,😂😂 Alabali أنت تعرف,positive,19.0,4.0
من الله ، نضحك ، إنه مكان في الأصل.,0,من الله ، نضحك ، إنه مكان في الأصل.,positive,35.0,9.0
إذا أخبركم ، فأين ستعب منه 🤔,1,إذا أخبركم ، فأين ستعب منه 🤔,neutral,28.0,7.0
@user زعما يعيش أكثر من الشباب🤣,1,زعما يعيش أكثر من الشباب🤣,neutral,25.0,5.0
كن واثقًا من أننا غائبون عنك وعنك,0,كن واثقًا من أننا غائبون عنك وعنك,positive,33.0,7.0
@user @user ههه مزية سلكتي,0,ههه مزية سلكتي,positive,14.0,3.0
@user مزية ماكملوش لفيديو,0,مزية ماكملوش لفيديو,positive,19.0,3.0
يا رفاقي,1,يا رفاقي,neutral,8.0,2.0
كاين من ذلك 😂,1,كاين من ذلك 😂,neutral,13.0,4.0
