tweet,label
weli tfarejt ch7al men 7al9a dyal mosalsal forsa tania wellah ma 3reftha hiya li metla fih s7abli chi khalejiya 7ta 9alta daba,1
هل الشعب كله يكذب وانتم الصادقون يا اطباء???نعم انتم دائما غائبون .وتشتغلون ساعة واحدة في اليوم وحتى تلك الساعة تتعجرفون على المواطن المريض ولا تتركون له حتى المجال للتكلم . ',2
فاش كنا كنخرجو 😂,1
ouii mn playstor o rfathi compte o tajouter shada 3andek,1
. @user wllah man3raf walakin hiya ba9a katmatal wla salat wa9ila,1
الدولة الفاسدة نتمنى يدوم هاد التظاهر تا تجي COpositive22 باش يتفضحو الفاسدين امام العالم,0
تحياتي لشعب المصري',0
أقوى دولة اسلامية هو المغرب ابوهم ولي ماعجبوا الحال يجلس على قالب سكر مغربي,0
نبيلة منيب املنا,0
hay sousou thali fi rou7akw fi welidna anisou w yarit tgou3dou m3a ba3d bzaf ranou andalousi,0
"فمجلس الحكومة اليوم.. تعيينات جديدة فمناصب عليا وفيهم مرا وحدة,",1
hhhhhhhhh goli lih w9af 3nd 7dak ana kan7drak 😂,2
ghaltat mo7amed khamisn hamach sa7rawyin w rifiyin f 7arb mais rifiyin rjal wakha 7awlto tghrohom rafdo w kayn khawana tb3okom,2
bnat bladi noukhal l nas li ka3rfo samo zin wla samo khayab hhhh khalihoum i3arfoh mhm kibar fananin ma3rfouh,1
كلنا بنكيران رمز الشرف و الكرامة و عزة النفس .شكون متافق.و اللي ممتافقش إقول علاش؟؟؟؟,0
قاصر ينتحر شنقا حيث ماجابش نقطة مزيانة في الامتحان',2
ليست فقط هذه الصورة التي تفضح سياسة بن كيران الفاشلة بل هناك الاف الصور  التي تؤكد فشله في شتى المجالات,2
@user @user @user @user Wa lbkaaaa lbkaa n'a meni chefro EXO+L = HEAVEN @user @user @user,2
هاد سيد كيشد لكرة كيمتعني وخق مولاتا',0
قصة حقيقية ديال قتال متسلسل فمريكان.. “دامر” حقق أعلى نسبة مشاهدة فتاريخ “نيتفليكس”,1
ملكنا واحد محمد السادس لا للفتنة لا للتفريق ولا للقبلية,0
7biba dyali ana lbara7 dart 3la ga3 lmajalat osa7afa bash inwafikom bga3 akhbar btissam plz akhti matgolish haka,1
من الســــــــــــــــــــــــــــــودان نقف قلبا وقالبا مع قضية محسن فكري ومامشي معاكم باس,0
وكنفتخر ان هناك رئيس حكومة اسمه عبد الاله بنكيران',0
@user Ana hadou aysektouli lqelb manqderch nzid lakhrine hta houma 😢😢,2
بالتوفيق لمنتخبنا الوطني انشاء الله نتيجة مشرفة بمونديال روسيا ',0
mais sohila asl o ba9i t9lid daba y3yaw ana chakit wala klchi dayr tswira ihab o galss yssb f sohila l3boha mzn o bano li nj7o,0
@user @user Dawlat lkdoob wniif wtakhalof fkol chay2. Balad la huwiya wa sari9a. 1962 https://t.co/0MGEjDNQfy,2
اجواء ملعب الكامب نو الخرافية',0
nti hmara w mreda wbagha tjbdi sda3 aji mrehba tfo syad kayhder 3la haja fchkel o nti kadkhli lbrhuch flhdra htarmi,2
@user hhhhhhhhhhhh noktat almawssim hna khtafna likom kolchi mafkhbarakch msakan alah ya3fo 3likom kayb9aw fiya,0
هذا هو كلام المعقول ',0
تشهر بدور خاطر في باب الحارة.. فيديو مؤثر لممثل سوري شاب تعرض لشلل – فيديو,1
kinte ghadi nji le mall walakin dommage nta drti flash khayb,2
ana fb w ghir db,1
"قضية الدعارة هاي كلاس ففاس.. المحكمة دخلات الضوصي للمداولة باش تحكم,",1
صحافة البؤس،داعمي العلمانية النجسة ،افكار البام العفنة.,2
لا افهم كيف للمغرب من دونه في دول العالم الثالث ان يقبل بهكذا انتحار دولة لديها 40 مليون مواطن نصفهم يعيش على الحد الأدنى للأجور او أقل شعب هو نفسه نصف شبابه يتمنى الهروب من جحيم المخدرات انحراف تشرد في الشوارع و عدم اهتمام دولته والحكرة والإقصاء نسبة الأمية متغشية لا كتابة ولا قراء ولا لغات قلة الوعي لدى كثير ',2
wa7d dri mskin dwz had l cncr ila kano ga3 les question haka ghadi ykoun frg3o hh,1
بنكيران أقل الاضرار,0
#IbtissamTiskat soora jdida l betyyy yala hojoooooom http://t.co/RkMgIIEGlP,0
يا ودود يا ودود يا دا العرش المجيد يا مبدئ يامعيد يا فعال لما تريد أسألك بنور وجهك الدي ملأ أركان عرشك وأسألك بقدرتك التي قدرت بها على جميع خلقك وأسألك برحمتك التي وسعت كل شيء لا إله إلا أنت ، يا مغيث أغثني .',0
"بنك أفريقيا فورطة بعد اعتقال مديرو العام لحليسي,",1
3mri nsm7 lihom 3la l kac,2
أخرباش: كورونا خلفات بشكل حاد آثار على وسائل الإعلام وهادشي كيطرح مشاكل ديمقراطية,1
"مهنيي الصطاسيونات كاعيين على الزيادة الصاروخية فثمن المازوط وليصانص: بغينا سياسة جديدة تعاونا لضمان مخزون الأمان من هاد المواد بلا مشاكل,",1
لقد تجاوزنا . محب لصفحة جلالته على الفايسبوك',0
اين انت يا عمر يا خليفة رسول الله يا من اشبع بطون الفقراء قبل ان تشبع بطنه ..حسبنا الله ونعم الوكيل ..حسبنا الله ونعم الوكيل ..حسبنا الله ونعم الوكيل',2
"الحكومة: دعم القمح اللين كلفنا 3 مليار درهم ف 3 أشهر.. وغانزيدو ندعمو العربات,",1
اللهم من أرادا سوءا بوطني الغالي المملكة المغربية ان تجعل كيده في نحره   حسبنا الله ونعم الوكيل,0
@user Aji had lyamat kayn wa7d Can -23 Fin howa lmghrib ???,1
7akam layn3l pd li weldek,2
ادم ماسينا لن يلعب للمغرب و لا يعترف بأصوله فلا داعي لمتابعته',2
w 7ta ana da5la o 7ta 7ad magali mais ila knto katbgiw ihab man bsa7 t7afdo lih 3la jomhoro machi tnawdo lo sda3,1
روعة يترب تخليلينا بلادنا',0
fin 3000 ma chafo 10 000 we 11 000,1
@user Khass had les prix ikono ghir l jrad,2
بن كيران رمز للاصلاح والديمقراطية ...لهده الاسباب ساصوت عليه تم اقتطاع من اجري 55 درهم فقط من اجل ضمان تقاعدي ....,0
انشاء الله اضمن الاساسية ف الميلان ورجع ل نجومية',0
"غرفة التجارة والصناعة والخدمات فجنيف “CCIS”: المغرب قوة اقتصادية غادية وكتكبر عالميا وعندو دور رئيسي فإفريقيا بفضل موقعو واستقرارو السياسي,",1
@user akhir wahdin yehadrou 3ela la mode homa ntouma nssiti cheno ketelbess 3enza wela nfakrak sata2ir sidaar ..... hhhhhh,2
@user @user hhhh tel3a f chkel hadi,0
اجسادكم على ارض المغرب وعقولكم وبوصلتكم موجهة نحو الشرق',2
ewa n9ess mn lhedra dl bnat bach nmeyzo binatkom,2
كيف يعقل حزب حصل على 12 دل مقاعد يكن فلحكومة شيء لايعقل,2
b rojola glas f dar bla madir walo rah kfs m l9raya,1
intadiro tani mofaja2a mn ibtissam o abd salam layla,1
جمال بحر مدينة الحسيمة‎',0
andk face dokheli diri jaime lpage li feface ou diri hta lsfha pllz,1
13 ans f la twittoma c 48 ans hh,1
الشفارة شفرو الميدالية الذهبية ديال أسطورة البرازيل إيمرسو لياو,1
anaaaaaaa me 9ol lya wach jayb m3ak ihab amir,1
hh bayna si yasin 3ajbah soso osotha ana sotha ka ijini bhal asma lmnawar sot magharibi,0
@user Bghit ghir néfhém les photos d Kenza ach ta ydiro hna #الكرة_الذهبية,1
@user Oui kola wa7d shkon taish3j mohim hna m3ahom ts les 2 w li ma3jbosh shi candidat bla mai3airou c ts :),0
machi ghiir ntii ana awal mara nt3al9 b chi fenana lhad daraj,0
@user @user @user @user @user safi ne3lo chitane f akhiir maryoma darha khaterha 3la wed bent bladna ..,1
صوتي لي منيب,0
ana bghit nswal 3la had mosb9a rah mohima nn,0
"ماجبدوش ملف الصحرا.. اجتماع بين وزير خاجية نظام العسكر و نظيرو الروسي فموسكو,",1
hanan barki l ihab rah nazl promo l song dyalo o ntmna njwbi les fans li ala tawasol mak mehrajn f jordon habin yawslo maak,1
@user puisque mamtawlach f l academy bazaf au moins l wal9t li ba9ya fih tastaghalo tcharaf soratha,1
jai assisté 2 fois a casa w dakchi kaydouz mzyan f les villes,0
@user Wach men nytk a sat katswlni f hwaja bach twsalha l sahbk ??? Wtf ? Doz l Dm o goli chkon nta o chno bghiti o merhba n3awd lkhoya,2
: يا ودي على الكوميديا كيسرقو النويطات من وسائل التواصل الاجتماعي 😭,1
روعة في التشخيص وجمال في الوصف أمتالك نعتز بهم نحن الأحرار .,0
هههههه واش كاين شي دولة اسمها مصر ? هناك دولة العرص واتباعه من الحمير ككاتب هذا المقال ديال النم,2
@user Assil ya waled lmaghrib o mabrouk loghniya,0
بلاد لحكرة ولقمع ودال حسبي الله ونعم الوكيل اصبحت اتمنى الحرب في هاده دولة من كترة الحكرة هيا لحل الوحيد',2
yaaa rebi ^^ iwa lah yesehel l2omor lakin lvideo dyal two tone m3a chawki lbare7 chekit wa9ila hia hadi w lah a3lam ^^,1
Hada hoa li l3eb f Roma w Bayern w Juventus ? Yn3l dinmok,2
wa nta li pauvré,2
#مامصوتينش. وسير المرايقي عجبك التهريج ديال بنكيران,2
@user ghita nbous yadik hna ma3andnach insta hatou lina vedio fi youtube ykoun mzyan bach ytchaf mzyan ou tsawar wa3rin,1
كل هذه المشاكل يتسبب فيها المواطن الفاسد، الذي لا يحترم قانون البناء في المدن',2
"Lhaja l'wahida li katkhalik ferhaazn hia , L333AAA999AAA",0
أصبحنا نرى أشياء لا يتقبلها العقل التي لا تدل على خير حيث الفساد بشتى انواعه حسبنا الله ونعم الوكيل. ',2
lah ihfadak wi ikhlik dima dahko lah ikhli lik ahbabak,0
yalah kan9ob fin ntfrj,1
30 عام مكيدويوش مع بعضياتهم.. نبيلة عبيد كشفات علاش مخاصمة مع نادية الجندي,1
@user ach had sou2al a hakim ila makanch hada howa li ycharaf chkoun ycharaf hada hbibna ycharaf l3alam kolo machi ghir lmghrib larab,0
gha lah y7adr salam w safi khayf mn chi 7awya,2
السلام عليكم الأخت الفاضلة عفاف و أحييك بتحية الإسلام و أعذب الكلام الممزوج بالتقدير و الإحترام، لم أتوقع ماكنت سأرى قبيل مشاهدة هذا الفيديو الرائع الذي أبهرني بي',0
مشاء الله اجمل مارات عيناي زييين ديال العالم راها',0
الوداد اكبر فريق في المغرب',0
"ولدو بزناس ديال الكوكايين محكوم ب30 عام.. “لابيجي” فالناظور طيحات شخص كيبتز الناس بذكر سمياتهم فمحاضر البوليس,",1
سنة هجرية سعيدة.... مليئة بالنجاحات و المسرات و التوفيق من الله عز و جل.... ',0
تحراميات ديال لمغاربة فين مشاو سبوعة لعز لولاد بلادي نفتخر بهم جميعاً ',0
bghit ghir nfhem 3lx li kyji mn bra kayjib chocolat ola sabon ola sbrdila 145 f num,1
هلا بيك يالحبيبه',0
منظر رائع سبحان الله',0
Lahoma #Dekhan Idir Liya Lko7Ba Wala Nti9 #FsehBa W NtGhder 3La 9....… https://t.co/5ckJHdp0EF,1
فخر المملكة المغربية',0
الحرب.. استئناف المفاوضات بين روسيا وأوكرانيا وموسكو حطات شرط أساسي قبل العودة لطاولة الحوار,1
في بلادي اذا لم يقتلك الظلم و الفقر و الحكرة و الجوع و الحاجة فانه يقتلك القدر الذي يكون سببه الفوضى و الاهمال الطبي',2
chkoun 3endo la vidéo li hadrat fiha fella 3ela ibtissam f la radio plzz,1
@user matkhafii ana ba3da emails likano 3andi ayam mima ghanssawt bihom kamlin o3andi khir,0
@user Wa nta b3da bronzage 7lal ! Machi f7ali kharej Ghir b pikala,2
"تفاصيل لقاء الأغلبية الحكومية..إشادة بتدبير الملك للعلاقات الخارجية والخدمة على المخزون الاستراتيجي للمواد الأساسية والماء وغيرها – بيان,",1
فينك الدولة وفينك احكومة الظل والله ستسالون عن احوال الامة,2
هههه كيضحكوني بنو خرخر لي كيقولك الصحراء غربية مساكن جهدهم النباح ههه',2
anis hilou wa mabelle malikkate el jamale lemma ikounou m3a ba3dh ya rabbi 3assaleya rab ehfad7oum min elachrar,0
CHI W7DIN DSRNAHOM FINA 9ALO LI FINA W LI MA FINACH ...,2
"كم يؤلمني أن ارى هؤلاء """"""""""""""""الدكاترة على الورق"""""""""""""""" ... لا زين لا مجيب بكري !! فهاؤلاء لا يهمهم إلا راتب الأستاذ الجامعي'",2
"الشامي والحليمي سيناو اتفاقية تعاون فمجالات مختلفة منها تبادل الخبرة فإنجاز البحوث الميدانية واستعمال المعطيات,",1
fati mtnsaych twsli liha bli hta ihab osouhaila oamire khazi o3li chada o two ton o salma rachid otechkor jmohre 3li li kiswtliha,1
خاصووووووووو يبق هو رئيس الحكومة حدى الملك مايخاف على جيمو,0
